topic,candidate,score,tp
EP-1265206-A2,EP-1167924,0.5495203,0
EP-1265206-A2,WO-2001063844,0.5490321,0
EP-1265206-A2,EP-0886124,0.5489097,0
EP-1265206-A2,EP-1147375,0.5486764,0
EP-1265206-A2,WO-2001084082,0.5484644,0
EP-1265206-A2,EP-0292897,0.54841363,0
EP-1265206-A2,EP-0489915,0.5482469,0
EP-1265206-A2,EP-1128163,0.5482152,0
EP-1265206-A2,EP-1172634,0.54800415,0
EP-1265206-A2,EP-0664007,0.54774636,0
EP-1265206-A2,WO-2000026800,0.54770947,0
EP-1265206-A2,WO-2000022593,0.5475665,0
EP-1265206-A2,EP-1139067,0.5473261,0
EP-1265206-A2,EP-1045358,0.54726416,0
EP-1265206-A2,EP-0788067,0.5468643,0
EP-1265206-A2,EP-0547548,0.5468523,0
EP-1265206-A2,EP-0569246,0.546491,0
EP-1265206-A2,EP-1067364,0.54621583,0
EP-1265206-A2,EP-1191307,0.54619634,0
EP-1265206-A2,EP-1193471,0.5453062,0
EP-1265206-A2,WO-2001094888,0.54501265,0
EP-1265206-A2,EP-1100219,0.54463685,0
EP-1265206-A2,WO-2000037890,0.5443164,0
EP-1265206-A2,EP-1241650,0.5439907,0
EP-1265206-A2,EP-1406228,0.5439776,0
EP-1265206-A2,EP-1217857,0.5429044,0
EP-1265206-A2,EP-1064521,0.5427706,0
EP-1265206-A2,WO-1994008250,0.54269445,0
EP-1265206-A2,EP-0994448,0.54267937,0
EP-1265206-A2,EP-1172633,0.5425525,0
EP-1265206-A2,EP-0595685,0.54228926,0
EP-1265206-A2,WO-2002097671,0.54214185,0
EP-1265206-A2,EP-0853287,0.54154783,0
EP-1265206-A2,WO-1998034210,0.5415044,0
EP-1265206-A2,WO-2000031705,0.54116064,0
EP-1265206-A2,WO-1999064823,0.54102254,0
EP-1265206-A2,EP-0314398,0.5409706,0
EP-1265206-A2,EP-0645603,0.54094696,0
EP-1265206-A2,EP-1217331,0.54073995,0
EP-1265206-A2,EP-0110171,0.5407383,0
EP-1265206-A2,WO-1995013594,0.5407264,0
EP-1265206-A2,EP-0224616,0.5407217,0
EP-1265206-A2,EP-1193626,0.5407101,0
EP-1265206-A2,EP-1130359,0.5406288,0
EP-1265206-A2,WO-2002027273,0.5404974,0
EP-1265206-A2,EP-0762362,0.5404151,0
EP-1265206-A2,EP-0675341,0.54026604,0
EP-1265206-A2,WO-1997039310,0.5400853,0
EP-1265206-A2,WO-2000046777,0.54006493,0
EP-1265206-A2,EP-1151428,0.53994805,0
EP-1265206-A2,EP-1169686,0.5397309,0
EP-1265206-A2,EP-0953824,0.53958833,0
EP-1265206-A2,WO-2001081870,0.5393859,1
EP-1265206-A2,EP-1146496,0.53904796,0
EP-1265206-A2,WO-1998028701,0.53872484,0
EP-1265206-A2,WO-1997037318,0.5387176,0
EP-1265206-A2,EP-1152220,0.5385248,0
EP-1265206-A2,EP-1106967,0.5383856,0
EP-1265206-A2,EP-0898250,0.53837705,0
EP-1265206-A2,EP-0681278,0.5383119,0
EP-1265206-A2,EP-0201472,0.5382927,0
EP-1265206-A2,EP-1092127,0.5379963,0
EP-1265206-A2,EP-1186864,0.5378525,0
EP-1265206-A2,WO-1999035846,0.53778315,0
EP-1265206-A2,EP-0827124,0.53778195,0
EP-1265206-A2,WO-1997018544,0.53767586,0
EP-1265206-A2,EP-0779586,0.5371182,0
EP-1265206-A2,EP-1100063,0.53701735,0
EP-1265206-A2,EP-1078225,0.53701496,0
EP-1265206-A2,EP-1055911,0.5370109,0
EP-1265206-A2,EP-1156462,0.536959,0
EP-1265206-A2,EP-0755039,0.5367633,0
EP-1265206-A2,EP-0899703,0.5367426,0
EP-1265206-A2,EP-1193134,0.5365591,0
EP-1265206-A2,WO-1998024080,0.53643185,0
EP-1265206-A2,WO-2001073721,0.53641975,0
EP-1265206-A2,WO-1998053274,0.5362034,0
EP-1265206-A2,EP-0722559,0.5361782,0
EP-1265206-A2,EP-0796538,0.5358451,0
EP-1265206-A2,EP-0730770,0.53579146,0
EP-1265206-A2,WO-2002023129,0.5355267,0
EP-1265206-A2,EP-0456595,0.5354854,0
EP-1265206-A2,EP-0859346,0.5349839,0
EP-1265206-A2,WO-1990015307,0.53462374,0
EP-1265206-A2,WO-2001046876,0.5346108,0
EP-1265206-A2,EP-1139317,0.53460956,0
EP-1265206-A2,EP-1098262,0.5345903,0
EP-1265206-A2,EP-1150098,0.5344044,0
EP-1265206-A2,WO-2001061276,0.5343875,0
EP-1265206-A2,EP-0887781,0.5343679,0
EP-1265206-A2,EP-1092948,0.53424734,0
EP-1265206-A2,EP-1247075,0.534189,0
EP-1265206-A2,EP-1301757,0.5341169,1
EP-1265206-A2,WO-2000031671,0.5341144,0
EP-1265206-A2,EP-0770979,0.53374654,0
EP-1265206-A2,EP-0622611,0.5334347,0
EP-1265206-A2,EP-1046293,0.5333525,0
EP-1265206-A2,EP-0510172,0.533308,0
EP-1265206-A2,WO-2001088742,0.53318393,0
EP-1265206-A2,EP-0987664,0.53306067,0
EP-1265206-A2,EP-0816802,0.53292274,0
EP-1265206-A2,EP-0767448,0.5329173,0
EP-1265206-A2,WO-2000046776,0.53289855,0
EP-1265206-A2,EP-0933616,0.5327382,0
EP-1265206-A2,WO-2001099082,0.53264654,0
EP-1265206-A2,EP-0772856,0.53250015,0
EP-1265206-A2,EP-0508681,0.5324838,0
EP-1265206-A2,EP-0534755,0.5324104,0
EP-1265206-A2,WO-2002037352,0.5323231,0
EP-1265206-A2,EP-1189027,0.5323061,0
EP-1265206-A2,WO-2001045005,0.5322152,0
EP-1265206-A2,WO-2001057826,0.53216684,0
EP-1265206-A2,EP-0827126,0.53190506,0
EP-1265206-A2,EP-0323230,0.531371,0
EP-1265206-A2,EP-0805337,0.5313049,0
EP-1265206-A2,WO-2001051891,0.5310683,0
EP-1265206-A2,EP-0020939,0.531062,0
EP-1265206-A2,EP-1118837,0.5310556,0
EP-1265206-A2,EP-0785537,0.53097546,0
EP-1265206-A2,WO-2000060547,0.53085756,0
EP-1265206-A2,EP-0957437,0.53077507,0
EP-1265206-A2,WO-2002033355,0.5306482,0
EP-1265206-A2,EP-0899704,0.5305687,0
EP-1265206-A2,EP-0800092,0.5305685,0
EP-1265206-A2,EP-1298550,0.5304269,0
EP-1265206-A2,EP-1077362,0.5301446,0
EP-1265206-A2,EP-0886123,0.5301356,0
EP-1265206-A2,WO-2000028413,0.53012604,0
EP-1265206-A2,EP-1130358,0.53012156,0
EP-1265206-A2,WO-1998028727,0.5300315,0
EP-1265206-A2,EP-1059508,0.5300176,0
EP-1265206-A2,WO-2001055993,0.5299659,0
EP-1265206-A2,WO-1998013666,0.5297725,0
EP-1265206-A2,WO-2001073693,0.5294666,0
EP-1265206-A2,EP-0994450,0.529444,0
EP-1265206-A2,WO-2002041176,0.5293287,0
EP-1265206-A2,EP-1130560,0.52928364,0
EP-1265206-A2,WO-2001069178,0.5292679,0
EP-1265206-A2,EP-1087357,0.529199,0
EP-1265206-A2,EP-0880120,0.52918875,0
EP-1265206-A2,EP-0811960,0.5290612,0
EP-1265206-A2,EP-1336142,0.52873564,0
EP-1265206-A2,EP-1100064,0.52868104,0
EP-1265206-A2,EP-0731400,0.5286151,0
EP-1265206-A2,EP-1162434,0.52818507,0
EP-1265206-A2,EP-0983485,0.5279149,0
EP-1265206-A2,EP-0786732,0.52769744,0
EP-1265206-A2,WO-1996006326,0.527684,0
EP-1265206-A2,EP-1131804,0.52762127,0
EP-1265206-A2,EP-0922934,0.527467,0
EP-1265206-A2,EP-0941534,0.52717483,0
EP-1265206-A2,EP-1243939,0.52707696,0
EP-1265206-A2,EP-0875038,0.52698743,0
EP-1265206-A2,WO-2002021479,0.52690387,0
EP-1265206-A2,WO-2002050496,0.5268591,0
EP-1265206-A2,WO-2002015148,0.5268575,0
EP-1265206-A2,EP-1287513,0.5267727,0
EP-1265206-A2,EP-1085484,0.5265683,0
EP-1265206-A2,EP-1298549,0.5260966,0
EP-1265206-A2,WO-1996039689,0.5258908,0
EP-1265206-A2,EP-0837434,0.52585506,0
EP-1265206-A2,EP-0803852,0.5257477,0
EP-1265206-A2,EP-0560987,0.5256884,0
EP-1265206-A2,EP-1096231,0.52562416,0
EP-1265206-A2,WO-2000045130,0.5256236,0
EP-1265206-A2,WO-1999046562,0.5255014,0
EP-1265206-A2,EP-0916927,0.5254371,0
EP-1265206-A2,EP-1202029,0.5251539,0
EP-1265206-A2,WO-1998038618,0.52507824,0
EP-1265206-A2,WO-1992008952,0.524914,0
EP-1265206-A2,EP-1288615,0.5247725,0
EP-1265206-A2,EP-1235443,0.5247644,0
EP-1265206-A2,EP-0902406,0.5247587,0
EP-1265206-A2,EP-1901258,0.524723,0
EP-1265206-A2,EP-1215469,0.52432585,0
EP-1265206-A2,EP-0892248,0.52431285,0
EP-1265206-A2,EP-1051683,0.52403873,0
EP-1265206-A2,EP-0789224,0.5239887,0
EP-1265206-A2,EP-0508826,0.5239875,0
EP-1265206-A2,EP-1157367,0.52397436,0
EP-1265206-A2,WO-2001008120,0.5239498,0
EP-1265206-A2,WO-1999057520,0.52361196,0
EP-1265206-A2,WO-2000014481,0.5235854,0
EP-1265206-A2,EP-1143367,0.52352834,0
EP-1265206-A2,WO-1997018521,0.5235139,0
EP-1265206-A2,EP-1069404,0.52349263,0
EP-1265206-A2,WO-2002017270,0.523479,0
EP-1265206-A2,WO-2000023766,0.52347004,0
EP-1265206-A2,EP-0369539,0.52333796,0
EP-1265206-A2,WO-1998003951,0.5232923,0
EP-1265206-A2,EP-1204958,0.52327496,0
EP-1265206-A2,WO-2002037444,0.5232407,0
EP-1265206-A2,EP-0808492,0.5231738,0
EP-1265206-A2,EP-0508822,0.52308977,0
EP-1265206-A2,WO-2001065523,0.52305984,0
EP-1265206-A2,EP-1133675,0.52301645,0
EP-1265206-A2,EP-0762080,0.52281594,0
EP-1265206-A2,EP-1069405,0.5226522,0
EP-1265206-A2,WO-2000031504,0.52250946,0
EP-1265206-A2,EP-0510915,0.52246845,0
EP-1265206-A2,EP-0871010,0.5224303,0
EP-1265206-A2,EP-1039429,0.5224144,0
EP-1265206-A2,EP-0577782,0.52236336,0
EP-1265206-A2,EP-0987519,0.5222721,0
EP-1265206-A2,EP-0433287,0.5222232,0
EP-1265206-A2,EP-0703111,0.52216065,0
EP-1265206-A2,EP-0516215,0.5220485,0
EP-1265206-A2,WO-1998027526,0.52195585,0
EP-1265206-A2,EP-0815547,0.5219125,0
EP-1265206-A2,EP-1083508,0.5217949,0
EP-1265206-A2,WO-1997004421,0.5216809,0
EP-1265206-A2,WO-2000077689,0.5216001,0
EP-1265206-A2,WO-2000002010,0.52158463,0
EP-1265206-A2,WO-2000074019,0.52157253,0
EP-1265206-A2,EP-1256106,0.521148,0
EP-1265206-A2,EP-1012809,0.5210972,0
EP-1265206-A2,EP-0169954,0.5210865,0
EP-1265206-A2,WO-2001032472,0.52091575,0
EP-1265206-A2,EP-1117056,0.5206853,0
EP-1265206-A2,EP-0636863,0.5205214,0
EP-1265206-A2,EP-1750091,0.5204729,0
EP-1265206-A2,EP-1106965,0.5204302,0
EP-1265206-A2,WO-2002063911,0.5204201,0
EP-1265206-A2,EP-0987665,0.52035713,0
EP-1265206-A2,EP-0834840,0.52029324,0
EP-1265206-A2,WO-1997032266,0.52016366,0
EP-1265206-A2,EP-0587892,0.5199974,0
EP-1265206-A2,EP-1089201,0.51987547,0
EP-1265206-A2,EP-0651900,0.5198418,0
EP-1265206-A2,EP-0933745,0.5197671,0
EP-1265206-A2,EP-1081666,0.5197488,0
EP-1265206-A2,EP-0712106,0.5196998,0
EP-1265206-A2,WO-1997027561,0.51954716,0
EP-1265206-A2,EP-1085438,0.51951075,0
EP-1265206-A2,WO-2002021351,0.51942354,0
EP-1265206-A2,EP-0720137,0.5193317,0
EP-1265206-A2,WO-2002008695,0.5192853,0
EP-1265206-A2,WO-1999026180,0.5192763,0
EP-1265206-A2,WO-2002045046,0.5191845,0
EP-1265206-A2,EP-0963581,0.51903164,0
EP-1265206-A2,EP-1126244,0.51891994,0
EP-1265206-A2,WO-1993009510,0.5188724,0
EP-1265206-A2,EP-0943896,0.51884604,0
EP-1265206-A2,WO-2002035422,0.5188301,0
EP-1265206-A2,EP-0942403,0.51880085,0
EP-1265206-A2,EP-0886846,0.51871705,0
EP-1265206-A2,EP-0632252,0.5187083,0
EP-1265206-A2,WO-2002046797,0.518507,0
EP-1265206-A2,EP-1035530,0.51843244,0
EP-1265206-A2,EP-1004852,0.5183741,0
EP-1265206-A2,EP-0602868,0.51830006,0
EP-1265206-A2,EP-0682227,0.51827985,0
EP-1265206-A2,WO-1999067698,0.51816386,0
EP-1265206-A2,WO-2001022035,0.5181005,0
EP-1265206-A2,EP-0572129,0.518029,0
EP-1265206-A2,EP-1046019,0.5179279,0
EP-1265206-A2,EP-0782119,0.51791084,0
EP-1265206-A2,WO-1999022354,0.5179024,0
EP-1265206-A2,EP-0323229,0.5178195,0
EP-1265206-A2,EP-0642108,0.51776564,0
EP-1265206-A2,EP-0747835,0.5177344,0
EP-1265206-A2,WO-1996024915,0.5177107,0
EP-1265206-A2,EP-1205733,0.5175698,0
EP-1265206-A2,WO-1999052084,0.5173459,0
EP-1265206-A2,EP-0375816,0.5173266,0
EP-1265206-A2,WO-1999067761,0.5171968,0
EP-1265206-A2,WO-2001065907,0.51716924,0
EP-1265206-A2,EP-1162433,0.5170305,0
EP-1265206-A2,WO-1986000157,0.51702803,0
EP-1265206-A2,EP-0731337,0.5169869,0
EP-1265206-A2,EP-1186866,0.51681113,0
EP-1265206-A2,EP-1002308,0.5167671,0
EP-1265206-A2,WO-1994028503,0.51676273,0
EP-1265206-A2,EP-0833292,0.5166904,0
EP-1265206-A2,EP-0957342,0.51664865,0
EP-1265206-A2,EP-1065471,0.51645416,0
EP-1265206-A2,EP-1074959,0.51637673,0
EP-1265206-A2,WO-2001088877,0.5163634,0
EP-1265206-A2,EP-1274057,0.51627755,0
EP-1265206-A2,EP-1005627,0.51614773,0
EP-1265206-A2,EP-0950839,0.5161363,0
EP-1265206-A2,EP-1576561,0.5160972,0
EP-1265206-A2,EP-1061339,0.5158727,0
EP-1265206-A2,EP-0032607,0.51585054,0
EP-1265206-A2,EP-0790486,0.51569873,0
EP-1265206-A2,EP-0945707,0.5156382,0
EP-1265206-A2,EP-1314963,0.5156356,0
EP-1265206-A2,EP-1091333,0.51562196,0
EP-1265206-A2,EP-1122519,0.51557696,0
EP-1265206-A2,WO-2000038129,0.5155704,0
EP-1265206-A2,EP-0726447,0.51553965,0
EP-1265206-A2,WO-2002019267,0.5155213,0
EP-1265206-A2,WO-2000067092,0.5154405,0
EP-1265206-A2,EP-0755840,0.5154216,0
EP-1265206-A2,EP-0978706,0.5153502,0
EP-1265206-A2,EP-0775892,0.51522225,0
EP-1265206-A2,WO-2001024138,0.51494944,0
EP-1265206-A2,EP-0384794,0.5148531,0
EP-1265206-A2,WO-2000031655,0.51480514,0
EP-1265206-A2,EP-1035531,0.51470697,0
EP-1265206-A2,EP-0715285,0.51451784,0
EP-1265206-A2,EP-0995973,0.51448476,0
EP-1265206-A2,EP-0372840,0.51444113,1
EP-1265206-A2,EP-1089564,0.5143057,0
EP-1265206-A2,EP-1121677,0.5141116,0
EP-1265206-A2,EP-0966707,0.5140295,0
EP-1265206-A2,EP-0323485,0.5140149,0
EP-1265206-A2,WO-1998023919,0.513808,0
EP-1265206-A2,WO-2001065405,0.5137447,0
EP-1265206-A2,EP-0359287,0.51361716,0
EP-1265206-A2,WO-1999040544,0.51360446,0
EP-1265206-A2,WO-2001052008,0.5135967,0
EP-1265206-A2,EP-0298888,0.513446,0
EP-1265206-A2,EP-0609111,0.51343817,0
EP-1265206-A2,EP-0810570,0.5133661,0
EP-1265206-A2,WO-2001056273,0.5132941,0
EP-1265206-A2,EP-0715291,0.51326597,0
EP-1265206-A2,EP-1316153,0.5132643,0
EP-1265206-A2,EP-0417077,0.5132429,0
EP-1265206-A2,WO-2002041028,0.51323926,0
EP-1265206-A2,EP-0901676,0.51309276,0
EP-1265206-A2,EP-0939945,0.5128174,0
EP-1265206-A2,EP-1217560,0.51274776,0
EP-1265206-A2,EP-0846933,0.5127288,0
EP-1265206-A2,EP-0944895,0.5126036,0
EP-1265206-A2,EP-0323246,0.51255065,0
EP-1265206-A2,WO-1999047893,0.5124564,0
EP-1265206-A2,EP-1326201,0.51244676,0
EP-1265206-A2,EP-0803707,0.5124401,0
EP-1265206-A2,WO-1999057521,0.5122155,0
EP-1265206-A2,EP-0926650,0.5121496,0
EP-1265206-A2,EP-1160694,0.5121286,0
EP-1265206-A2,EP-0941451,0.5120391,0
EP-1265206-A2,EP-0588082,0.5120288,0
EP-1265206-A2,EP-1062481,0.5119283,0
EP-1265206-A2,EP-1281044,0.511809,0
EP-1265206-A2,EP-1251333,0.51177585,0
EP-1265206-A2,EP-1348208,0.51169384,0
EP-1265206-A2,EP-0833291,0.5116802,0
EP-1265206-A2,WO-1994016304,0.51162267,0
EP-1265206-A2,EP-0697580,0.51159227,0
EP-1265206-A2,WO-1990002388,0.5114422,0
EP-1265206-A2,EP-0785535,0.51140755,0
EP-1265206-A2,EP-1250566,0.5113709,0
EP-1265206-A2,EP-0624860,0.5112676,0
EP-1265206-A2,WO-2001073595,0.5111059,0
EP-1265206-A2,EP-1290664,0.5110781,0
EP-1265206-A2,WO-2001079876,0.5110289,0
EP-1265206-A2,EP-0838797,0.5109503,0
EP-1265206-A2,WO-1999001018,0.510901,0
EP-1265206-A2,WO-2000016214,0.5108664,0
EP-1265206-A2,WO-1999033293,0.5108558,0
EP-1265206-A2,WO-2000040038,0.5108527,0
EP-1265206-A2,EP-1092951,0.51054907,0
EP-1265206-A2,EP-1146739,0.510312,0
EP-1265206-A2,EP-1060463,0.5102325,0
EP-1265206-A2,WO-2001090696,0.5102225,0
EP-1265206-A2,EP-0627612,0.5101758,0
EP-1267320-A2,EP-0899709,0.7280055,0
EP-1267320-A2,EP-0829846,0.70209014,0
EP-1267320-A2,EP-1187088,0.69820404,0
EP-1267320-A2,WO-2001061677,0.6938015,0
EP-1267320-A2,EP-0377955,0.6922809,0
EP-1267320-A2,EP-0704834,0.6910705,1
EP-1267320-A2,EP-0834763,0.68958294,0
EP-1267320-A2,EP-1231590,0.6895498,0
EP-1267320-A2,EP-0657862,0.68576247,0
EP-1267320-A2,WO-2001088893,0.6804745,0
EP-1267320-A2,EP-0913806,0.6787782,0
EP-1267320-A2,EP-1065650,0.67825085,0
EP-1267320-A2,EP-1065649,0.6770743,0
EP-1267320-A2,EP-0865021,0.67582834,0
EP-1267320-A2,WO-1997020302,0.674294,0
EP-1267320-A2,EP-1376522,0.672112,0
EP-1267320-A2,EP-1022716,0.67186904,0
EP-1267320-A2,EP-1496494,0.66920114,0
EP-1267320-A2,EP-1136976,0.6688781,0
EP-1267320-A2,EP-1528530,0.66823584,0
EP-1267320-A2,EP-0377956,0.66733396,0
EP-1267320-A2,EP-1376523,0.66527086,0
EP-1267320-A2,EP-1280124,0.66501427,0
EP-1267320-A2,WO-2001084528,0.6599896,0
EP-1267320-A2,EP-1879167,0.6598515,0
EP-1267320-A2,EP-0764931,0.6594095,0
EP-1267320-A2,EP-0615221,0.65872896,0
EP-1267320-A2,EP-1160756,0.65762275,0
EP-1267320-A2,EP-0743630,0.6540886,0
EP-1267320-A2,EP-0991052,0.6540041,0
EP-1267320-A2,EP-0518643,0.6526953,0
EP-1267320-A2,EP-1365379,0.65156657,0
EP-1267320-A2,EP-1030286,0.6501328,0
EP-1267320-A2,EP-0766221,0.6486695,0
EP-1267320-A2,WO-2001054108,0.6454339,0
EP-1267320-A2,EP-1237142,0.64259386,0
EP-1267320-A2,EP-1018722,0.6424931,0
EP-1267320-A2,EP-1152387,0.64232326,0
EP-1267320-A2,EP-1372131,0.64195466,0
EP-1267320-A2,EP-1193673,0.64112294,0
EP-1267320-A2,EP-0295852,0.6402091,0
EP-1267320-A2,EP-1227464,0.6401059,0
EP-1267320-A2,EP-0261584,0.6395185,0
EP-1267320-A2,EP-1262945,0.6373436,0
EP-1267320-A2,EP-0344323,0.63721883,0
EP-1267320-A2,WO-1999041733,0.63552487,0
EP-1267320-A2,EP-0360117,0.63452876,0
EP-1267320-A2,WO-2001063586,0.6340536,0
EP-1267320-A2,EP-0902412,0.633573,0
EP-1267320-A2,EP-0548051,0.6325214,1
EP-1267320-A2,EP-0895217,0.63226014,0
EP-1267320-A2,EP-1455334,0.632226,0
EP-1267320-A2,EP-0951710,0.6319149,0
EP-1267320-A2,WO-2000038160,0.63152885,0
EP-1267320-A2,EP-1482473,0.63110137,0
EP-1267320-A2,EP-0959450,0.6310514,0
EP-1267320-A2,EP-0599622,0.6296165,0
EP-1267320-A2,EP-1039439,0.6293964,0
EP-1267320-A2,EP-1426916,0.6289737,0
EP-1267320-A2,EP-0149381,0.62875813,0
EP-1267320-A2,EP-0782373,0.6287329,0
EP-1267320-A2,EP-0379807,0.628227,0
EP-1267320-A2,WO-1982000730,0.62810755,0
EP-1267320-A2,EP-0484164,0.6278085,0
EP-1267320-A2,EP-0997923,0.62735176,0
EP-1267320-A2,EP-0938073,0.6269083,0
EP-1267320-A2,EP-0657861,0.6268828,0
EP-1267320-A2,EP-1209652,0.62659,0
EP-1267320-A2,EP-1233396,0.6265615,0
EP-1267320-A2,EP-0274380,0.62602365,0
EP-1267320-A2,WO-1994015327,0.62497723,0
EP-1267320-A2,EP-0249954,0.6249732,0
EP-1267320-A2,WO-1995028697,0.62481606,0
EP-1267320-A2,EP-0508053,0.62455976,0
EP-1267320-A2,EP-0723695,0.6245543,0
EP-1267320-A2,EP-1103948,0.6245396,0
EP-1267320-A2,EP-0454470,0.6245173,0
EP-1267320-A2,EP-0872793,0.62447906,0
EP-1267320-A2,EP-1195738,0.6243069,0
EP-1267320-A2,EP-1331623,0.6241832,0
EP-1267320-A2,EP-1174853,0.6239158,0
EP-1267320-A2,EP-0452870,0.623,0
EP-1267320-A2,EP-0836171,0.6221795,0
EP-1267320-A2,EP-1862997,0.62214965,0
EP-1267320-A2,EP-1139551,0.6220447,0
EP-1267320-A2,EP-1164565,0.62190175,0
EP-1267320-A2,EP-0784305,0.6205836,0
EP-1267320-A2,EP-0837443,0.6204635,0
EP-1267320-A2,EP-0936595,0.6202439,0
EP-1267320-A2,EP-0241562,0.61965007,0
EP-1267320-A2,EP-1191512,0.6195599,0
EP-1267320-A2,EP-0515191,0.61955965,0
EP-1267320-A2,EP-1169695,0.61928225,0
EP-1267320-A2,EP-0678846,0.61878777,0
EP-1267320-A2,EP-1326225,0.61847717,0
EP-1267320-A2,WO-2002039178,0.6182997,0
EP-1267320-A2,EP-0810576,0.61769104,0
EP-1267320-A2,EP-1262946,0.61763686,0
EP-1267320-A2,WO-2000014708,0.6167619,0
EP-1267320-A2,EP-1339038,0.6155021,0
EP-1267320-A2,EP-1033902,0.61539173,0
EP-1267320-A2,EP-0424958,0.6148008,0
EP-1267320-A2,EP-1217597,0.6144839,0
EP-1267320-A2,EP-1189191,0.6144541,0
EP-1267320-A2,EP-0934623,0.61415875,0
EP-1267320-A2,EP-0896316,0.61406744,0
EP-1267320-A2,EP-0964383,0.61394733,0
EP-1267320-A2,WO-2001035384,0.6138661,0
EP-1267320-A2,EP-1202240,0.61381674,0
EP-1267320-A2,EP-1063558,0.6134703,0
EP-1267320-A2,EP-0376759,0.6133686,0
EP-1267320-A2,EP-0449508,0.61331105,0
EP-1267320-A2,WO-2002017278,0.6132891,0
EP-1267320-A2,EP-0606763,0.61276865,0
EP-1267320-A2,EP-0969446,0.6127184,0
EP-1267320-A2,EP-0895218,0.6126307,1
EP-1267320-A2,EP-0406900,0.6125809,0
EP-1267320-A2,EP-0549275,0.6125248,0
EP-1267320-A2,EP-0295477,0.6125196,0
EP-1267320-A2,EP-0982706,0.61245877,0
EP-1267320-A2,EP-1837848,0.612343,0
EP-1267320-A2,EP-0431471,0.61227214,0
EP-1267320-A2,EP-0585466,0.6121699,0
EP-1267320-A2,EP-0191580,0.6120989,0
EP-1267320-A2,EP-0961258,0.61185527,0
EP-1267320-A2,WO-1998039763,0.6116966,0
EP-1267320-A2,EP-0157248,0.6113465,0
EP-1267320-A2,EP-0315365,0.6109301,0
EP-1267320-A2,EP-0595792,0.61074114,0
EP-1267320-A2,EP-0680067,0.6105828,0
EP-1267320-A2,EP-0044182,0.6093464,0
EP-1267320-A2,WO-1998031000,0.60910714,0
EP-1267320-A2,EP-0161096,0.60897565,0
EP-1267320-A2,EP-0357052,0.6089384,0
EP-1267320-A2,EP-0483972,0.6088425,0
EP-1267320-A2,EP-0600609,0.6086991,0
EP-1267320-A2,EP-1182634,0.6082821,0
EP-1267320-A2,EP-1079362,0.6080502,0
EP-1267320-A2,WO-2000025175,0.60762423,0
EP-1267320-A2,EP-0626670,0.60756004,0
EP-1267320-A2,EP-1065647,0.60743976,0
EP-1267320-A2,EP-0623911,0.6073898,0
EP-1267320-A2,EP-0965975,0.6071443,0
EP-1267320-A2,EP-0269744,0.60695755,0
EP-1267320-A2,EP-1830343,0.6064872,0
EP-1267320-A2,EP-1193681,0.60624623,0
EP-1267320-A2,EP-0589523,0.6061437,0
EP-1267320-A2,EP-0345399,0.6061119,0
EP-1267320-A2,EP-0762373,0.60576385,0
EP-1267320-A2,EP-1837847,0.60559136,0
EP-1267320-A2,EP-0750208,0.60539615,0
EP-1267320-A2,EP-0701239,0.6053787,0
EP-1267320-A2,EP-0895219,0.60504377,0
EP-1267320-A2,EP-1193675,0.60436046,0
EP-1267320-A2,EP-0774747,0.60431063,0
EP-1267320-A2,EP-0333931,0.6040868,0
EP-1267320-A2,EP-0611144,0.60376495,0
EP-1267320-A2,WO-2002011114,0.60336435,0
EP-1267320-A2,EP-0767449,0.60333896,0
EP-1267320-A2,EP-1187212,0.60324824,0
EP-1267320-A2,EP-0307065,0.6028067,0
EP-1267320-A2,EP-1047040,0.60257876,0
EP-1267320-A2,EP-0755556,0.6024567,0
EP-1267320-A2,EP-1172793,0.6023262,0
EP-1267320-A2,EP-0715292,0.60223246,0
EP-1267320-A2,EP-1094438,0.6021532,0
EP-1267320-A2,EP-1237139,0.6018864,0
EP-1267320-A2,EP-0695082,0.60182923,0
EP-1267320-A2,EP-0782167,0.601509,0
EP-1267320-A2,EP-0642114,0.6013973,0
EP-1267320-A2,EP-0920048,0.6013951,0
EP-1267320-A2,EP-0977169,0.6012923,0
EP-1267320-A2,EP-1304791,0.6010839,0
EP-1267320-A2,EP-0575730,0.60106707,0
EP-1267320-A2,EP-0391654,0.6010275,0
EP-1267320-A2,EP-1172788,0.60082984,0
EP-1267320-A2,EP-0662678,0.600729,0
EP-1267320-A2,EP-0674303,0.60059816,0
EP-1267320-A2,WO-1995027972,0.600569,0
EP-1267320-A2,EP-0927986,0.6004756,0
EP-1267320-A2,EP-1528529,0.6003933,0
EP-1267320-A2,WO-2001004867,0.59959483,0
EP-1267320-A2,EP-0676078,0.5994295,0
EP-1267320-A2,EP-1071069,0.59913445,0
EP-1267320-A2,EP-0306011,0.59910953,0
EP-1267320-A2,EP-1034530,0.59906864,0
EP-1267320-A2,EP-1343134,0.5988339,0
EP-1267320-A2,EP-0153053,0.59879696,0
EP-1267320-A2,WO-1998039762,0.59857845,0
EP-1267320-A2,WO-2000060567,0.59835505,0
EP-1267320-A2,WO-2002037462,0.5980085,0
EP-1267320-A2,EP-1333421,0.59793174,0
EP-1267320-A2,EP-0489459,0.59787464,0
EP-1267320-A2,EP-1519353,0.5977893,0
EP-1267320-A2,EP-0945844,0.5976851,0
EP-1267320-A2,EP-0167408,0.5972041,0
EP-1267320-A2,WO-2002045065,0.5967721,0
